datetime,open,high,low,close,volume
2018-03-02,85.50719030104113,87.24132126731602,85.37805378705201,86.66942596435547,1489900
2018-03-05,85.79312646394237,87.86854340954285,85.63631183517577,87.5364761352539,1317600
2018-03-06,88.08070792094227,88.117605072853,86.78011674379697,87.35200500488281,1338200
2018-03-07,86.50337798238539,88.44965845493962,85.89459266538867,88.18215942382812,1025400
2018-03-08,88.7909588070796,90.42361718579812,87.82242799836435,88.77250671386719,1148300
2018-03-09,89.37208609413615,91.36449020673554,89.2521756204272,91.31836700439453,1037900
2018-03-12,91.5120531514488,93.18160858249956,91.29067730760052,92.50825500488281,1586700
2018-03-13,92.64663077014855,93.52291526195656,92.55438437108481,92.7942123413086,1509000
2018-03-14,93.05247968821637,93.2738625875597,90.53431078553889,90.93094635009766,1287900
2018-03-15,91.36448185959784,91.54896057728249,89.77793955282678,89.80561065673828,1251200
2018-03-16,89.87018939824148,90.60811842990984,88.97545273450277,89.11381530761719,1597500
2018-03-19,88.86475877853871,88.86475877853871,85.61788661248346,85.78392028808594,1127200
2018-03-20,85.74702050447024,85.9591773757839,81.31024163888092,82.26954650878906,2602400
2018-03-21,82.5093577616437,84.36339902512043,82.34332411062472,82.55548095703125,1714500
2018-03-22,81.54083514771672,81.54083514771672,78.09103261379745,78.40464782714844,4618900
2018-03-23,78.71826230438434,79.75136136426713,77.3069797826788,77.5099105834961,1629600
2018-03-26,78.3031935534189,78.47845327838091,76.44915200026001,78.35853576660156,1649200
2018-03-27,78.34007599149737,78.59834898771574,76.91034142861689,77.49146270751953,1454600
2018-03-28,77.8973187530315,79.09645144411681,77.60214860348286,78.50611114501953,1969600
2018-03-29,78.52455013630247,79.89894241665262,78.44153683693939,79.520751953125,1528100
2018-04-02,79.41929037575102,79.87126811461134,75.47138710182696,76.25543212890625,1957700
2018-04-03,76.73509154079451,77.49146550159682,75.25001472158084,77.41767120361328,1318200
2018-04-04,76.3384401462844,79.95427554828196,76.30154300494848,79.5576400756836,1485600
2018-04-05,78.95809861651982,81.6976506428713,78.53379191415135,80.59998321533203,3188200
2018-04-06,79.594545364921,80.32324814672796,78.054126502861,78.78282928466797,1592700
2018-04-09,79.15180816667413,80.88593927109675,78.71827539056848,80.05577087402344,1119600
2018-04-10,80.82133181232099,82.52778394473731,80.5722778952785,82.01123809814453,1161700
2018-04-11,81.12574020965003,82.92443913247185,81.00582976309299,82.17728424072266,724700
2018-04-12,82.60161248826523,82.8691045287903,81.07041232574365,81.34713745117188,649400
2018-04-13,81.53162261222883,81.89136108123418,79.4285340126859,80.08344268798828,1235700
