datetime,open,high,low,close,volume
2018-04-13,65.03795286121597,65.20175038563609,64.44056457371929,64.75852966308594,2043900
2018-04-16,65.3559375676733,65.87624222887018,65.02833506938651,65.68353271484375,2887800
2018-04-17,66.0978400488424,66.33872139548623,65.58717277013594,65.94367980957031,2682600
2018-04-18,66.59887502742401,67.726197925856,66.1460169354603,67.01319122314453,2678300
2018-04-19,66.94574723345629,67.05172826317465,64.90307076325213,65.4908218383789,2435100
2018-04-20,65.55827656450448,65.77025335282478,64.86453702131666,65.08615112304688,1917200
2018-04-23,65.24031890908931,66.16530262302045,65.0668840032824,65.58718872070312,2260600
2018-04-24,63.9684539649214,65.4330167638866,63.631221528026714,64.20933532714844,3701600
2018-04-25,64.257515714812,64.6332900586669,62.54244156057864,63.39997863769531,4451600
2018-04-26,63.804657941377485,64.32496257846772,63.4963300843369,63.949188232421875,1978600
2018-04-27,63.92027789690406,64.13225468227162,63.55414085470673,63.86246871948242,1189200
2018-04-30,64.06480333873589,64.22860824754942,63.332529309810184,63.342159271240234,2277700
2018-05-01,63.23617767360653,63.92991722903864,63.10128468795211,63.82392883300781,3135100
2018-05-02,63.59267612892113,64.42130855747811,63.37106205337503,63.50596237182617,2240500
2018-05-03,63.37105228609116,64.0358870591441,62.49424813354925,63.92026138305664,2365900
2018-05-04,63.621577359214704,64.79707945638629,63.149451998439474,64.55619812011719,1330800
2018-05-07,64.71037719565602,65.50046782488472,64.6236560766187,64.9319839477539,1468700
2018-05-08,64.63328123847921,64.98015094718136,64.40202986526785,64.91270446777344,1916100
2018-05-09,64.92235244128891,65.91478998666825,64.7007456693693,65.6449966430664,2108500
2018-05-10,65.63535143249015,66.36762542737695,65.63535143249015,66.34835815429688,1844900
2018-05-11,66.66633587610512,67.06137753328653,66.39654989537311,66.9168472290039,1524200
2018-05-14,67.18662229377871,67.88035433370958,66.48324559143683,66.68558502197266,3322600
2018-05-15,59.58440652885823,61.761972156486,58.485988241215,60.220333099365234,14451200
2018-05-16,60.22996859067047,60.69246399761032,59.40133986916732,59.68075942993164,5872500
